 Copyright (C) 2011 ASIP Solutions, Inc. All rights reserved. 
6/29/21 2:48 AM : Query "function(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 2:48 AM : Query "portinfo(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 2:48 AM : Query "shape(area,stepsize,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 2:48 AM : Query "timing(delay,stepsize,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 2:48 AM : Query "power(power,stepsize,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 2:49 AM : Query "parameter(dummy_register,synthesis)" finished as normally.
6/29/21 2:49 AM : Query "function(dummy_register,synthesis,bit_width=1)" finished as normally.
6/29/21 2:49 AM : Query "portinfo(dummy_register,synthesis,bit_width=1)" finished as normally.
6/29/21 2:49 AM : Query "function(pcu,synthesis,bit_width=32:increment_step=4:adder_algorithm=default)" finished as normally.
6/29/21 2:49 AM : Query "portinfo(pcu,synthesis,bit_width=32:increment_step=4:adder_algorithm=default)" finished as normally.
6/29/21 2:49 AM : Query "shape(area,pcu,synthesis,priority=area:bit_width=32:increment_step=4:adder_algorithm=default)" finished as normally.
6/29/21 2:49 AM : Query "timing(delay,pcu,synthesis,priority=area:bit_width=32:increment_step=4:adder_algorithm=default)" finished as normally.
6/29/21 2:49 AM : Query "power(power,pcu,synthesis,priority=area:bit_width=32:increment_step=4:adder_algorithm=default)" finished as normally.
6/29/21 2:49 AM : Query "search()" finished as normally.
6/29/21 2:49 AM : Query "search()" finished as normally.
6/29/21 2:49 AM : Query "parameter(dummy_register,synthesis)" finished as normally.
6/29/21 2:49 AM : Query "function(dummy_register,synthesis,bit_width=1)" finished as normally.
6/29/21 2:49 AM : Query "portinfo(dummy_register,synthesis,bit_width=1)" finished as normally.
6/29/21 2:50 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 2:50 AM : Query "function(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 2:50 AM : Query "portinfo(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 2:50 AM : Query "parameter(browregfile,synthesis)" finished as normally.
6/29/21 2:50 AM : Query "function(browregfile,synthesis,bit_width=8:num_register=4:num_read_port=1:num_write_port=1:num_bank=1)" finished as normally.
6/29/21 2:50 AM : Query "portinfo(browregfile,synthesis,bit_width=8:num_register=4:num_read_port=1:num_write_port=1:num_bank=1)" finished as normally.
6/29/21 2:50 AM : Query "parameter(dmau0,synthesis)" finished as normally.
6/29/21 2:50 AM : Query "function(dmau0,synthesis,bit_width=8:address_space=16:access_width=8)" finished as normally.
6/29/21 2:50 AM : Query "portinfo(dmau0,synthesis,bit_width=8:address_space=16:access_width=8)" finished as normally.
6/29/21 2:50 AM : Query "parameter(dummy_register,synthesis)" finished as normally.
6/29/21 2:50 AM : Query "function(dummy_register,synthesis,bit_width=1)" finished as normally.
6/29/21 2:50 AM : Query "portinfo(dummy_register,synthesis,bit_width=1)" finished as normally.
6/29/21 2:50 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 2:50 AM : Query "function(fwu,synthesis,bit_width=4:addr_width=1:stage_number=1)" finished as normally.
6/29/21 2:50 AM : Query "portinfo(fwu,synthesis,bit_width=4:addr_width=1:stage_number=1)" finished as normally.
6/29/21 2:50 AM : Query "parameter(fwu0,synthesis)" finished as normally.
6/29/21 2:50 AM : Query "function(fwu0,synthesis,bit_width=4:addr_width=1:stage_number=1)" finished as normally.
6/29/21 2:50 AM : Query "portinfo(fwu0,synthesis,bit_width=4:addr_width=1:stage_number=1)" finished as normally.
6/29/21 2:50 AM : Query "parameter(genport0,synthesis)" finished as normally.
6/29/21 2:50 AM : Query "function(genport0,synthesis,bit_width=1:port_type=in)" finished as normally.
6/29/21 2:50 AM : Query "portinfo(genport0,synthesis,bit_width=1:port_type=in)" finished as normally.
6/29/21 2:50 AM : Query "parameter(imau0,synthesis)" finished as normally.
6/29/21 2:50 AM : Query "function(imau0,synthesis,bit_width=8:address_space=16)" finished as normally.
6/29/21 2:50 AM : Query "portinfo(imau0,synthesis,bit_width=8:address_space=16)" finished as normally.
6/29/21 2:51 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 2:51 AM : Query "function(mifu,synthesis,bit_width=8:address_space=16:access_width=8:access_mode=single_cycle:type=read_only)" finished as normally.
6/29/21 2:51 AM : Query "portinfo(mifu,synthesis,bit_width=8:address_space=16:access_width=8:access_mode=single_cycle:type=read_only)" finished as normally.
6/29/21 2:51 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 2:51 AM : Query "function(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 2:51 AM : Query "portinfo(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 2:52 AM : Query "function(stepsize,synthesis,bit_width=32)" finished as normally.
6/29/21 2:52 AM : Query "portinfo(stepsize,synthesis,bit_width=32)" finished as normally.
6/29/21 2:52 AM : Query "shape(area,stepsize,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 2:52 AM : Query "timing(delay,stepsize,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 2:52 AM : Query "power(power,stepsize,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 2:52 AM : Query "search()" finished as normally.
6/29/21 2:52 AM : Query "search()" finished as normally.
6/29/21 2:52 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 2:52 AM : Query "function(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 2:52 AM : Query "portinfo(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 2:53 AM : Query "parameter(clamp,synthesis)" finished as normally.
6/29/21 2:53 AM : Query "function(clamp,synthesis,bit_width=4)" finished as normally.
6/29/21 2:53 AM : Query "portinfo(clamp,synthesis,bit_width=4)" finished as normally.
6/29/21 2:53 AM : "Resource Declaration" re-edit.
6/29/21 2:54 AM : Query "search()" finished as normally.
6/29/21 2:54 AM : Query "search()" finished as normally.
6/29/21 2:54 AM : Query "parameter(clamp,synthesis)" finished as normally.
6/29/21 2:54 AM : Query "function(clamp,synthesis,bit_width=4)" finished as normally.
6/29/21 2:54 AM : Query "portinfo(clamp,synthesis,bit_width=4)" finished as normally.
6/29/21 2:54 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 2:54 AM : Query "function(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 2:54 AM : Query "portinfo(stepsize,synthesis,bit_width=4)" finished as normally.
6/29/21 2:54 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 2:54 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 2:56 AM : Query "parameter(index,synthesis)" finished as normally.
6/29/21 2:56 AM : Query "function(index,synthesis,bit_width=4)" finished as normally.
6/29/21 2:56 AM : Query "portinfo(index,synthesis,bit_width=4)" finished as normally.
6/29/21 2:57 AM : Query "parameter(index,synthesis)" finished as normally.
6/29/21 2:57 AM : Query "parameter(index,synthesis)" finished as normally.
6/29/21 2:57 AM : Query "parameter(clamp,synthesis)" finished as normally.
6/29/21 2:57 AM : Query "function(clamp,synthesis,bit_width=4)" finished as normally.
6/29/21 2:57 AM : Query "portinfo(clamp,synthesis,bit_width=4)" finished as normally.
6/29/21 2:57 AM : Query "parameter(clamp,synthesis)" finished as normally.
6/29/21 2:57 AM : Query "parameter(clamp,synthesis)" finished as normally.
6/29/21 2:58 AM : Query "parameter(adpcm,synthesis)" finished as normally.
6/29/21 2:58 AM : Query "function(adpcm,synthesis,bit_width=4)" finished as normally.
6/29/21 2:58 AM : Query "portinfo(adpcm,synthesis,bit_width=4)" finished as normally.
6/29/21 2:58 AM : Query "parameter(adpcm,synthesis)" finished as normally.
6/29/21 2:58 AM : Query "parameter(adpcm,synthesis)" finished as normally.
6/29/21 2:59 AM : Query "function(browregfile,synthesis,bit_width=32:num_register=32:num_read_port=2:num_write_port=1:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "portinfo(browregfile,synthesis,bit_width=32:num_register=32:num_read_port=2:num_write_port=1:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "shape(area,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=2:num_write_port=1:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "timing(delay,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=2:num_write_port=1:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "power(power,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=2:num_write_port=1:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "function(browregfile,synthesis,bit_width=32:num_register=32:num_read_port=4:num_write_port=1:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "portinfo(browregfile,synthesis,bit_width=32:num_register=32:num_read_port=4:num_write_port=1:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "shape(area,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=4:num_write_port=1:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "timing(delay,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=4:num_write_port=1:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "power(power,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=4:num_write_port=1:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "function(browregfile,synthesis,bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "portinfo(browregfile,synthesis,bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "shape(area,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "timing(delay,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 2:59 AM : Query "power(power,browregfile,synthesis,priority=area:bit_width=32:num_register=32:num_read_port=4:num_write_port=2:num_bank=1)" finished as normally.
6/29/21 2:59 AM : "Resource Declaration" save
6/29/21 2:59 AM : "Resource Declaration" complete.
6/29/21 2:59 AM : "Resource Declaration" save
6/29/21 2:59 AM : "Resource Declaration" finish browse.
6/29/21 2:59 AM : "Storage Spec" start edit.
6/29/21 3:00 AM : "Storage Spec" save
6/29/21 3:00 AM : "Storage Spec" complete.
6/29/21 3:00 AM : "Storage Spec" finish browse.
6/29/21 3:00 AM : "Interface Definition" complete.
6/29/21 3:00 AM : "Interface Definition" start browse.
6/29/21 3:00 AM : "Interface Definition" finish browse.
6/29/21 3:00 AM : Save file "browstd32.pdb".
6/29/21 3:00 AM : "Main menu" quit.
6/29/21 3:02 AM : "Main menu" start.
6/29/21 3:02 AM : Load file "ASIPmeisterStd.ini".
6/29/21 3:02 AM : Load file "browstd32.pdb".
6/29/21 3:02 AM : Query "parameter(pcu,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(alu,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(multiplier,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(divider,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(shifter,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(wire_in,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(wire_out,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(dummy_register,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(browregfile,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(index,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(clamp,synthesis)" finished as normally.
6/29/21 3:02 AM : Query "parameter(adpcm,synthesis)" finished as normally.
6/29/21 3:02 AM : "Resource Declaration" start browse.
6/29/21 3:02 AM : "Resource Declaration" re-edit.
6/29/21 3:03 AM : Query "search()" finished as normally.
6/29/21 3:03 AM : Query "search()" finished as normally.
6/29/21 3:03 AM : "Resource Declaration" save
6/29/21 3:03 AM : "Resource Declaration" complete.
6/29/21 3:03 AM : "Resource Declaration" finish browse.
6/29/21 3:03 AM : Save file "browstd32.pdb".
6/29/21 3:04 AM : "Main menu" quit.
6/29/21 3:05 AM : "Main menu" start.
6/29/21 3:05 AM : Load file "ASIPmeisterStd.ini".
6/29/21 3:05 AM : Load file "browstd32.pdb".
6/29/21 3:06 AM : Query "parameter(pcu,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(alu,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(multiplier,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(divider,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(shifter,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(wire_in,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(wire_out,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(dummy_register,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(browregfile,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(index,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(clamp,synthesis)" finished as normally.
6/29/21 3:06 AM : Query "parameter(adpcm,synthesis)" finished as normally.
6/29/21 3:06 AM : "Resource Declaration" start browse.
6/29/21 3:06 AM : "Resource Declaration" re-edit.
6/29/21 3:06 AM : Query "search()" finished as normally.
6/29/21 3:06 AM : Query "search()" finished as normally.
6/29/21 3:07 AM : "Resource Declaration" save
6/29/21 3:07 AM : "Resource Declaration" complete.
6/29/21 3:07 AM : "Resource Declaration" finish browse.
6/29/21 3:07 AM : Save file "browstd32.pdb".
6/29/21 3:07 AM : "Main menu" quit.
6/29/21 3:14 AM : "Main menu" start.
6/29/21 3:14 AM : Load file "ASIPmeisterStd.ini".
6/29/21 3:14 AM : Load file "browstd32.pdb".
6/29/21 3:14 AM : Query "parameter(pcu,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(alu,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(multiplier,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(divider,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(shifter,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(wire_in,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(wire_out,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(dummy_register,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(browregfile,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(index,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(clamp,synthesis)" finished as normally.
6/29/21 3:14 AM : Query "parameter(adpcm,synthesis)" finished as normally.
6/29/21 3:14 AM : "Resource Declaration" start browse.
6/29/21 3:15 AM : "Resource Declaration" re-edit.
6/29/21 3:15 AM : Query "search()" finished as normally.
6/29/21 3:15 AM : Query "search()" finished as normally.
6/29/21 3:15 AM : "Resource Declaration" finish edit.
6/29/21 3:15 AM : "Main menu" quit.
6/29/21 3:53 AM : "Main menu" start.
6/29/21 3:53 AM : Load file "ASIPmeisterStd.ini".
6/29/21 3:53 AM : Load file "browstd32.pdb".
6/29/21 3:53 AM : Query "parameter(pcu,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(alu,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(multiplier,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(divider,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(shifter,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(wire_in,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(wire_out,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(dummy_register,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(browregfile,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(index,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(clamp,synthesis)" finished as normally.
6/29/21 3:53 AM : Query "parameter(adpcm,synthesis)" finished as normally.
6/29/21 3:53 AM : "Resource Declaration" start browse.
6/29/21 3:53 AM : Query "search()" finished as normally.
6/29/21 3:53 AM : Query "search()" finished as normally.
6/29/21 3:54 AM : "Resource Declaration" finish browse.
6/29/21 3:54 AM : "Main menu" quit.
6/29/21 4:00 AM : "Main menu" start.
6/29/21 4:00 AM : Load file "ASIPmeisterStd.ini".
6/29/21 4:00 AM : Load file "browstd32.pdb".
6/29/21 4:01 AM : Query "parameter(pcu,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(mifu,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(alu,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(multiplier,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(divider,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(shifter,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(wire_in,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(wire_out,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(register,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(fwu,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(dummy_register,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(browregfile,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(extender,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(stepsize,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(index,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(clamp,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "parameter(adpcm,synthesis)" finished as normally.
6/29/21 4:01 AM : "Resource Declaration" start browse.
6/29/21 4:01 AM : "Resource Declaration" re-edit.
6/29/21 4:01 AM : Query "search()" finished as normally.
6/29/21 4:01 AM : Query "search()" finished as normally.
6/29/21 4:01 AM : Query "parameter(adpcmdecode,synthesis)" finished as normally.
6/29/21 4:01 AM : Query "function(adpcmdecode,synthesis,bit_width=4)" finished as normally.
6/29/21 4:01 AM : Query "portinfo(adpcmdecode,synthesis,bit_width=4)" finished as normally.
6/29/21 4:02 AM : Query "parameter(adpcmdecode,synthesis)" finished as normally.
6/29/21 4:02 AM : Query "parameter(adpcmdecode,synthesis)" finished as normally.
6/29/21 4:02 AM : Query "parameter(adpcmdecode2,synthesis)" finished as normally.
6/29/21 4:02 AM : Query "function(adpcmdecode2,synthesis,bit_width=4)" finished as normally.
6/29/21 4:02 AM : Query "portinfo(adpcmdecode2,synthesis,bit_width=4)" finished as normally.
6/29/21 4:02 AM : Query "parameter(adpcmdecode2,synthesis)" finished as normally.
6/29/21 4:02 AM : Query "parameter(adpcmdecode2,synthesis)" finished as normally.
6/29/21 4:03 AM : Query "function(adpcmdecode,synthesis,bit_width=4)" finished as normally.
6/29/21 4:03 AM : Query "portinfo(adpcmdecode,synthesis,bit_width=4)" finished as normally.
6/29/21 4:03 AM : Query "shape(area,adpcmdecode,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 4:03 AM : Query "timing(delay,adpcmdecode,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 4:03 AM : Query "power(power,adpcmdecode,synthesis,priority=area:bit_width=4)" finished as normally.
6/29/21 4:03 AM : Query "function(adpcmdecode,synthesis,bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "portinfo(adpcmdecode,synthesis,bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "shape(area,adpcmdecode,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "timing(delay,adpcmdecode,synthesis,priority=area:bit_width=32)" finished as normally.
6/29/21 4:03 AM : Query "power(power,adpcmdecode,synthesis,priority=area:bit_width=32)" finished as normally.
